"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 01 17:01:45 BOT 2021","Fri Oct 01 17:01:52 BOT 2021","7336","","Examples","","open spotifi","","open spotifi","  Optional description of the features"
